,ques,ans,ans2
557,1965年に点字ブロックを開発し、安全交通試験研究センターの初代理事長を務めた人物は誰でしょう？,三宅精一,みやけせいいち
558,英語圏では「スモーキング」や「ディナージャケット」などとも呼ばれる、燕尾服に対して略式の礼装として主に夜間に用いられる礼服を、アメリカ・ニューヨーク州郊外にある村の名を取って何というでしょう？,タキシード,タキシード
559,慢性骨髄性白血病の患者に見られる、9番染色体と22番染色体の間で転座が起こることで生じる異常染色体のことを、その発見者たちが所属していた機関の所在地から何染色体と呼ぶでしょう？,フィラデルフィア染色体,フィラデルフィア
560,18世紀ごろのドイツの港町ハンブルクで労働者に人気のあったメニューで、これを焼いたものがハンバーグの起源となったとされる肉料理は何でしょう？,タルタルステーキ,タルタルステーキ
561,1929年にフーゴー・エッケナーを船長として約21日で世界一周を果たし、日本でも霞ヶ浦飛行場に立ち寄って歓迎を受けたことが知られている飛行船のことを、硬式飛行船の発明者であるドイツ人の名にちなむ通称で何伯号というでしょう？,ツェッペリン伯号,ツェッペリン
562,特に廃材を利用した「ジャンク・アート」などでよく用いられる、立体的な材料を貼り付けたり組み合わせたりすることによって芸術作品を作る技法のことを、フランス語で「寄せ集め」を意味する言葉で何というでしょう？,アッサンブラージュ,アッサンブラージュ
563,平安時代の令外官の長官や、鎌倉幕府における侍所や政所の長官を指した漢字2字の言葉は何でしょう？,別当,べっとう
564,現在は4代目に当たるものが地下1階のグランスタ広場内に設置されている、1968年からJR東京駅構内に置かれており、待ち合わせ場所の目印にもなっている鈴の通称は何でしょう？,銀の鈴,ぎんのすず
565,その数値が1200を超えると喉頭がんの、400を超えると肺がんのリスクが高まるという、1日の喫煙本数×喫煙年数で算出される、喫煙とがんの関係性を示した数値を何指数というでしょう？,ブリンクマン指数,ブリンクマン
566,日本で初めて鉄砲が大々的に使われた合戦として知られる、1575年に織田信長と徳川家康の連合軍が武田勝頼の軍を破った戦いを何の戦いというでしょう？,長篠の戦い,ながしの
567,正式名称を「新在家御門」といい、大火が起きた時しか開かなかったことからその名がついたとする説がある、1864年に長州藩が武力衝突事件を起こした場所としても知られる京都御所の門を、一般的な呼び名で何御門というでしょう？,蛤御門,ハマグリ
568,第1回植村直己冒険賞を受賞している、世界で初めてエベレスト北壁登攀に成功したことや、ミャンマーの最高峰カカボラジ山に初登頂したことで知られる日本の登山家は誰でしょう？,尾崎隆,おざきたかし
569,1926年にイネの馬鹿苗病菌から発見された、植物の生長を促進させたり、種なしブドウを作ったりする際に用いられる植物ホルモンを一般に何というでしょう？,ジベレリン,ジベレリン
570,2018年4月に、世界初の空港内ワイナリーが誕生した空港は「何国際空港」でしょう？,大阪国際空港,おおさか
571,旧約聖書の「ノアの方舟」で知られるノアの3人の息子とは、セム、ハムと誰でしょう？,ヤペテ,ヤペテ
572,正式には「カサ・ロサダ」というアルゼンチン大統領官邸をその建物の色から通称何というでしょう？,ピンクハウス,ピンクハウス
573,日本語では「石蝋」ともいう、石油から分離して精製され、クレヨンやろうそくの原料として用いられる、白色で半透明の固体を何というでしょう？,パラフィン,パラフィン
574,地球の北回帰線と南回帰線の間の地域のことを、ある飲料の原料の栽培地が集中していることにちなんだ呼称で「何ベルト」というでしょう？,コーヒーベルト,コーヒー
575,主な著作に『掟上今日子の備忘録』『刀語』『化物語』などがある日本の小説家は誰でしょう？,西尾維新,にしおいしん
576,座標平面において、原点を中心とした半径1の円を特に何というでしょう？,単位円,たんいえん
577,冬場の強い風が電線や竹垣などに吹き付けて鳴る音を、竹を組んで作った柵を意味する言葉を使って何というでしょう？,虎落笛,もがりぶえ
578,アメリカで初めて親子二代で大統領に就任した、第2代と第6代の大統領の姓は何でしょう？,アダムズ,アダムズ
579,古代ギリシャ語で「謎めいた言葉」を意味する言葉に由来する、第二次世界大戦中にナチス・ドイツが用いていたことで有名なローター式暗号機の名前は何でしょう？,エニグマ,エニグマ
580,全長40mを超えることもある、世界で最も長い動物とされるクダクラゲ科の生物を「何クラゲ」というでしょう？,マヨイアイオイクラゲ,マヨイアイオイ
581,法隆寺の五重塔や薬師寺の東塔のものが有名な、寺院建築で建物の軒下に取り付けられる小さな庇を何というでしょう？,裳階,もこし
