,ques,ans
1591, パスカットとも呼ばれる、ラグビーやサッカーなどで相手のパスを奪うことを英語で「横取りする」という意味の言葉で何というでしょう,奈良（なら）
1592, 海に面していない都道府県の中で、最も南に位置する都道府県はどこでしょう？,駿河湾（するがわん）
1593, 日本で最も水深が深い湾とされ、黒潮の分流が還流することからカツオやサクラエビなどの漁獲がある好漁場として知られる、御前崎や伊豆半島に囲まれた湾を何湾というでしょう？,新（しん）
1594, 古代中国の前漢と後漢の間の時期に、約15年だけ成立していた王朝は何でしょう？,ストイック
1595, 元々はストア派の哲学者を指し、現在は一般に禁欲的な態度のことを表す言葉は何でしょう？,答えB199  トリカブト
1596, ドクゼリ・ドクウツギとともに「日本三大有毒植物」とされ、ニワトリのトサカに似ているためにその名が付いたともいわれる、キンポウゲ科の植物は何でしょう？,ヒクイドリ
1597, 世界一危険な鳥としてギネス世界記録に認定され、オーストラリアやインドネシアなどの熱帯雨林に生息する飛べない鳥で、火を食べているように見えることからその名が付けられたとされる鳥の名前は何でしょう？,ベイマックス
1598,原題を『Big Hero 6』という、ディズニーのアニメ映画として初めてマーベル・コミックの登場人物を主人公とした、白いケア・ロボットが登場する映画の邦題は何でしょう？（67％）,ピット
1599,自転車レースなどのサーキット場で、レース中に給油やタイヤの交換のために入る整備場のことを英語で何というでしょう,北海道（ほっかいどう）
1600,ニシン漁の歌『ソーラン節』はどこの都道府県の民謡でしょう？,天丼（てんどん）
1601,お笑いの業界用語で、同じボケを繰り返すことで笑いを取る手法を、ある料理の名を取って何というでしょう？,ジョン・F・ケネディ
1602,ニューヨーク州の国際空港やフロリダ州の宇宙センターの名前にもなっているアメリカの第35代大統領で、略称の「JFK」としても知られる人物といえば誰でしょう？,松竹梅（しょうちくばい）
1603,寒中でも美しいことから「歳寒三友」とも呼ばれ、宝酒造の日本酒の銘柄にもなっている、めでたいものとして慶事に使われる植物３つをまとめて何と呼ぶでしょう？,うなぎ
1604, 物価や温度、評価などがぐんぐん上昇することを、ある魚の名前を使って「何のぼり」というでしょう？,きかんしゃトーマス
1605, イギリスにあるという架空の島「ソドー島」を舞台とし、多数の機関車や乗り物が登場する、イギリス制作の子供向けテレビ番組の日本語タイトルは何でしょう？,一（はじめ）
1606, 漫画『金田一少年の事件簿』の主人公である少年の名前は金田一何でしょう？,おふくろの味
1607, 料理研究家の土井勝によって広まったといわれる、素朴で家庭的な味を指す料理のことを、母親を親しんでいう言葉を使って「何の味」というでしょう？,スズムシ
1608, 童謡『虫のこえ』の歌詞で、「りんりんりんりんりいんりん」と鳴き出したコオロギ科の昆虫は何でしょう？,ヘラクレスオオカブト
1609, 世界最長の甲虫として知られる、あるギリシャ神話の英雄の名前を冠したカブトムシの一種は何でしょう？,コーヒーゼリー
1610, 日本ではミカドコーヒー軽井沢店が「食べるコーヒー」として売り出したのが始まりとされる、冷たいデザートは何でしょう？,ペンギン
1611, 和名を「人鳥」という、主に南半球に生息する飛べない海鳥は何でしょう？,千利休（せんのりきゅう）
1612, 堺の商家「魚屋」に生まれた茶人で、織田信長や豊臣秀吉に仕え、わび茶を完成させた人物は誰でしょう？,ライオン・キング
1613, 劇団四季が公演するミュージカル版も有名である、動物たちの王国「プライド・ランド」を舞台とした1994年公開のディズニー映画は何でしょう？,6
1614, 風待月、鳴神月、常夏月、水無月といえば、いずれも陰暦何月の別名でしょう？, 爆発（ばくはつ）
1615, 芸術家の岡本太郎の生き方の信念を表し、CMに出演した際にも残した有名な言葉は「芸術は何だ」でしょう？,金星（きんぼし）
1616, 大相撲の本場所で、平幕の力士が横綱に勝利した時の勝ち星のことを特に何というでしょう？,無尽蔵（むじんぞう）
1617, いくら取っても無くならないことを、「蔵」という字を使った漢字3文字で何というでしょう？,カエル
1618, アカ、アオ、ヒキ、アマ、トノサマなどの種類がある動物といえば何でしょう？,あべのハルカス
1619, その名は「晴れ晴れさせる」という意味の古語にちなんで付けられた、高さ300mの日本一高いビルとして知られる、大阪市の超高層ビルは何でしょう？,スパイス
1620, 日本語では「香辛料」といわれる、コショウやターメリック、クミンなど料理に香りや風味を出す、植物由来の食品を英語で何と総称するでしょう？,打ち出の小槌（うちでのこづち）
1621, 七福神の１人・大黒天が手に持っている、振ると願った通りの品物が出てくるという小さな槌を何というでしょう？,スパム
